time_s,capacitor_v,control_voltage_v,output_power_w,fet_conduction_loss_w,coil_copper_loss_w,peak_current_a,frequency_hz,duty_pct
0.317000,262.490638,262.015273,169.545725,8.314128,2.255771,20.567334,73469.387755,71.428571
0.318000,262.958668,262.490638,167.229566,8.201775,2.224948,20.567334,73469.387755,71.428571
0.319000,263.432190,262.958668,169.495187,8.314128,2.255084,20.567334,73469.387755,71.428571
0.320000,263.898412,263.432190,167.180000,8.201775,2.224274,20.567334,73469.387755,71.428571
0.321000,264.370111,263.898412,169.445233,8.314128,2.254405,20.567334,73469.387755,71.428571
0.322000,264.834546,264.370111,167.131005,8.201775,2.223608,20.567334,73469.387755,71.428571
0.323000,265.304444,264.834546,169.395851,8.314128,2.253734,20.567334,73469.387755,71.428571
0.324000,265.767112,265.304444,167.082568,8.201775,2.222949,20.567334,73469.387755,71.428571
0.325000,266.235230,265.767112,169.347030,8.314128,2.253070,20.567334,73469.387755,71.428571
0.326000,266.696151,266.235230,167.034681,8.201775,2.222298,20.567334,73469.387755,71.428571
0.327000,267.162508,266.696151,169.298761,8.314128,2.252413,20.567334,73469.387755,71.428571
0.328000,267.621702,267.162508,166.987332,8.201775,2.221654,20.567334,73469.387755,71.428571
0.329000,268.086318,267.621702,169.251032,8.314128,2.251765,20.567334,73469.387755,71.428571
0.330000,268.543804,268.086318,166.940511,8.201775,2.221018,20.567334,73469.387755,71.428571
0.331000,269.006698,268.543804,169.203834,8.314128,2.251123,20.567334,73469.387755,71.428571
0.332000,269.462495,269.006698,166.894208,8.201775,2.220388,20.567334,73469.387755,71.428571
0.333000,269.917461,269.462495,166.871405,8.201775,2.220078,20.567334,73469.387755,71.428571
0.334000,270.377814,269.917461,169.134167,8.314128,2.250176,20.567334,73469.387755,71.428571
0.335000,270.831118,270.377814,166.825861,8.201775,2.219459,20.567334,73469.387755,71.428571
0.336000,271.289796,270.831118,169.088252,8.314128,2.249551,20.567334,73469.387755,71.428571
0.337000,271.741457,271.289796,166.780812,8.201775,2.218847,20.567334,73469.387755,71.428571
0.338000,272.198479,271.741457,169.042834,8.314128,2.248934,20.567334,73469.387755,71.428571
0.339000,272.648514,272.198479,166.736250,8.201775,2.218241,20.567334,73469.387755,71.428571
0.340000,273.103897,272.648514,168.997905,8.314128,2.248323,20.567334,73469.387755,71.428571
0.341000,273.552324,273.103897,166.692166,8.201775,2.217641,20.567334,73469.387755,71.428571
0.342000,274.006086,273.552324,168.953455,8.314128,2.247718,20.567334,73469.387755,71.428571
0.343000,274.452922,274.006086,166.648551,8.201775,2.217048,20.567334,73469.387755,71.428571
0.344000,274.905080,274.452922,168.909478,8.314128,2.247121,20.567334,73469.387755,71.428571
0.345000,275.350342,274.905080,166.605397,8.201775,2.216461,20.567334,73469.387755,71.428571
0.346000,275.800912,275.350342,168.865963,8.314128,2.246529,20.567334,73469.387755,71.428571
0.347000,276.244617,275.800912,166.562696,8.201775,2.215881,20.567334,73469.387755,71.428571
0.348000,276.687554,276.244617,166.541657,8.201775,2.215595,20.567334,73469.387755,71.428571
0.349000,277.135779,276.687554,168.801687,8.314128,2.245655,20.567334,73469.387755,71.428571
0.350000,277.577183,277.135779,166.499619,8.201775,2.215023,20.567334,73469.387755,71.428571
0.351000,278.023862,277.577183,168.759294,8.314128,2.245079,20.567334,73469.387755,71.428571
0.352000,278.463748,278.023862,166.458015,8.201775,2.214457,20.567334,73469.387755,71.428571
0.353000,278.908897,278.463748,168.717337,8.314128,2.244508,20.567334,73469.387755,71.428571
0.354000,279.347281,278.908897,166.416837,8.201775,2.213898,20.567334,73469.387755,71.428571
0.355000,279.790915,279.347281,168.675808,8.314128,2.243943,20.567334,73469.387755,71.428571
0.356000,280.227812,279.790915,166.376078,8.201775,2.213343,20.567334,73469.387755,71.428571
0.357000,280.669947,280.227812,168.634700,8.314128,2.243384,20.567334,73469.387755,71.428571
0.358000,281.105373,280.669947,166.335731,8.201775,2.212795,20.567334,73469.387755,71.428571
0.359000,281.546023,281.105373,168.594007,8.314128,2.242831,20.567334,73469.387755,71.428571
0.360000,281.979991,281.546023,166.295789,8.201775,2.212252,20.567334,73469.387755,71.428571
0.361000,282.419172,281.979991,168.553720,8.314128,2.242283,20.567334,73469.387755,71.428571
0.362000,282.851698,282.419172,166.256245,8.201775,2.211714,20.567334,73469.387755,71.428571
0.363000,283.289424,282.851698,168.513834,8.314128,2.241741,20.567334,73469.387755,71.428571
0.364000,283.720522,283.289424,166.217093,8.201775,2.211182,20.567334,73469.387755,71.428571
0.365000,284.150916,283.720522,166.197794,8.201775,2.210919,20.567334,73469.387755,71.428571
0.366000,284.586491,284.150916,168.454875,8.314128,2.240939,20.567334,73469.387755,71.428571
0.367000,285.015478,284.586491,166.159216,8.201775,2.210395,20.567334,73469.387755,71.428571
0.368000,285.449633,285.015478,168.415960,8.314128,2.240410,20.567334,73469.387755,71.428571
0.369000,285.877226,285.449633,166.121015,8.201775,2.209875,20.567334,73469.387755,71.428571
0.370000,286.309976,285.877226,168.377424,8.314128,2.239886,20.567334,73469.387755,71.428571
0.371000,286.736190,286.309976,166.083183,8.201775,2.209361,20.567334,73469.387755,71.428571
0.372000,287.167547,286.736190,168.339259,8.314128,2.239367,20.567334,73469.387755,71.428571
0.373000,287.592394,287.167547,166.045715,8.201775,2.208851,20.567334,73469.387755,71.428571
0.374000,288.022373,287.592394,168.301460,8.314128,2.238853,20.567334,73469.387755,71.428571
0.375000,288.445866,288.022373,166.008606,8.201775,2.208347,20.567334,73469.387755,71.428571
0.376000,288.874479,288.445866,168.264022,8.314128,2.238344,20.567334,73469.387755,71.428571
0.377000,289.296631,288.874479,165.971849,8.201775,2.207847,20.567334,73469.387755,71.428571
0.378000,289.723892,289.296631,168.226938,8.314128,2.237840,20.567334,73469.387755,71.428571
0.379000,290.144716,289.723892,165.935439,8.201775,2.207352,20.567334,73469.387755,71.428571
0.380000,290.570636,290.144716,168.190203,8.314128,2.237340,20.567334,73469.387755,71.428571
0.381000,290.990145,290.570636,165.899370,8.201775,2.206861,20.567334,73469.387755,71.428571
0.382000,291.409004,290.990145,165.881584,8.201775,2.206620,20.567334,73469.387755,71.428571
0.383000,291.832943,291.409004,168.135865,8.314128,2.236602,20.567334,73469.387755,71.428571
0.384000,292.250505,291.832943,165.846017,8.201775,2.206136,20.567334,73469.387755,71.428571
0.385000,292.673134,292.250505,168.099978,8.314128,2.236114,20.567334,73469.387755,71.428571
0.386000,293.089411,292.673134,165.810778,8.201775,2.205657,20.567334,73469.387755,71.428571
0.387000,293.510743,293.089411,168.064421,8.314128,2.235630,20.567334,73469.387755,71.428571
0.388000,293.925746,293.510743,165.775863,8.201775,2.205182,20.567334,73469.387755,71.428571
0.389000,294.345794,293.925746,168.029190,8.314128,2.235151,20.567334,73469.387755,71.428571
0.390000,294.759535,294.345794,165.741266,8.201775,2.204712,20.567334,73469.387755,71.428571
0.391000,295.178308,294.759535,167.994279,8.314128,2.234676,20.567334,73469.387755,71.428571
0.392000,295.590799,295.178308,165.706983,8.201775,2.204245,20.567334,73469.387755,71.428571
0.393000,296.008311,295.590799,167.959683,8.314128,2.234206,20.567334,73469.387755,71.428571
0.394000,296.419562,296.008311,165.673009,8.201775,2.203784,20.567334,73469.387755,71.428571
0.395000,296.835823,296.419562,167.925399,8.314128,2.233740,20.567334,73469.387755,71.428571
0.396000,297.245846,296.835823,165.639339,8.201775,2.203326,20.567334,73469.387755,71.428571
0.397000,297.655264,297.245846,165.622731,8.201775,2.203100,20.567334,73469.387755,71.428571
0.398000,298.069674,297.655264,167.874659,8.314128,2.233050,20.567334,73469.387755,71.428571
0.399000,298.477879,298.069674,165.589509,8.201775,2.202648,20.567334,73469.387755,71.428571
0.400000,298.891067,298.477879,167.841131,8.314128,2.232594,20.567334,73469.387755,71.428571
0.401000,299.298071,298.891067,165.556580,8.201775,2.202200,20.567334,73469.387755,71.428571
0.402000,299.710046,299.298071,167.807898,8.314128,2.232142,20.567334,73469.387755,71.428571
0.403000,300.115860,299.710046,165.523940,8.201775,2.201757,20.567334,73469.387755,71.428571
0.404000,300.554366,300.115860,179.110507,8.875893,2.382476,20.567334,79034.028540,76.838639
0.405000,300.992188,300.554366,179.091736,8.875893,2.382221,20.567334,79034.028540,76.838639
0.406000,301.429328,300.992188,179.073054,8.875893,2.381967,20.567334,79034.028540,76.838639
0.407000,301.865790,301.429328,179.054458,8.875893,2.381714,20.567334,79034.028540,76.838639
0.408000,302.301577,301.865790,179.035948,8.875893,2.381462,20.567334,79034.028540,76.838639
0.409000,302.736692,302.301577,179.017525,8.875893,2.381212,20.567334,79034.028540,76.838639
0.410000,303.176632,302.736692,181.264881,8.988246,2.411100,20.567334,79034.028540,76.838639
0.411000,303.610404,303.176632,178.980701,8.875893,2.380711,20.567334,79034.028540,76.838639
0.412000,304.043513,303.610404,178.962531,8.875893,2.380464,20.567334,79034.028540,76.838639
0.413000,304.475962,304.043513,178.944444,8.875893,2.380218,20.567334,79034.028540,76.838639
0.414000,304.907754,304.475962,178.926440,8.875893,2.379973,20.567334,79034.028540,76.838639
0.415000,305.338892,304.907754,178.908518,8.875893,2.379729,20.567334,79034.028540,76.838639
0.416000,305.769380,305.338892,178.890676,8.875893,2.379487,20.567334,79034.028540,76.838639
0.417000,306.199219,305.769380,178.872916,8.875893,2.379245,20.567334,79034.028540,76.838639
0.418000,306.628414,306.199219,178.855235,8.875893,2.379005,20.567334,79034.028540,76.838639
0.419000,307.056967,306.628414,178.837633,8.875893,2.378766,20.567334,79034.028540,76.838639
0.420000,307.484880,307.056967,178.820111,8.875893,2.378527,20.567334,79034.028540,76.838639
0.421000,307.912158,307.484880,178.802666,8.875893,2.378290,20.567334,79034.028540,76.838639
0.422000,308.338801,307.912158,178.785299,8.875893,2.378054,20.567334,79034.028540,76.838639
0.423000,308.764814,308.338801,178.768009,8.875893,2.377819,20.567334,79034.028540,76.838639
0.424000,309.190199,308.764814,178.750796,8.875893,2.377585,20.567334,79034.028540,76.838639
0.425000,309.614959,309.190199,178.733659,8.875893,2.377352,20.567334,79034.028540,76.838639
0.426000,310.039097,309.614959,178.716596,8.875893,2.377120,20.567334,79034.028540,76.838639
0.427000,310.462614,310.039097,178.699609,8.875893,2.376889,20.567334,79034.028540,76.838639
0.428000,310.885515,310.462614,178.682696,8.875893,2.376659,20.567334,79034.028540,76.838639
0.429000,311.307802,310.885515,178.665857,8.875893,2.376430,20.567334,79034.028540,76.838639
0.430000,311.729477,311.307802,178.649090,8.875893,2.376202,20.567334,79034.028540,76.838639
0.431000,312.150543,311.729477,178.632397,8.875893,2.375975,20.567334,79034.028540,76.838639
0.432000,312.571003,312.150543,178.615775,8.875893,2.375749,20.567334,79034.028540,76.838639
0.433000,312.990859,312.571003,178.599225,8.875893,2.375524,20.567334,79034.028540,76.838639
0.434000,313.410114,312.990859,178.582747,8.875893,2.375300,20.567334,79034.028540,76.838639
0.435000,313.828770,313.410114,178.566338,8.875893,2.375076,20.567334,79034.028540,76.838639
0.436000,314.246830,313.828770,178.550000,8.875893,2.374854,20.567334,79034.028540,76.838639
0.437000,314.664297,314.246830,178.533732,8.875893,2.374633,20.567334,79034.028540,76.838639
0.438000,315.081173,314.664297,178.517532,8.875893,2.374413,20.567334,79034.028540,76.838639
0.439000,315.502727,315.081173,180.760810,8.988246,2.404245,20.567334,79034.028540,76.838639
0.440000,315.918421,315.502727,178.485136,8.875893,2.373972,20.567334,79034.028540,76.838639
0.441000,316.333532,315.918421,178.469142,8.875893,2.373755,20.567334,79034.028540,76.838639
0.442000,316.748062,316.333532,178.453215,8.875893,2.373538,20.567334,79034.028540,76.838639
0.443000,317.162013,316.748062,178.437354,8.875893,2.373322,20.567334,79034.028540,76.838639
0.444000,317.575388,317.162013,178.421560,8.875893,2.373108,20.567334,79034.028540,76.838639
0.445000,317.988189,317.575388,178.405832,8.875893,2.372894,20.567334,79034.028540,76.838639
0.446000,318.400419,317.988189,178.390169,8.875893,2.372681,20.567334,79034.028540,76.838639
0.447000,318.812080,318.400419,178.374571,8.875893,2.372469,20.567334,79034.028540,76.838639
0.448000,319.223175,318.812080,178.359037,8.875893,2.372257,20.567334,79034.028540,76.838639
0.449000,319.633705,319.223175,178.343567,8.875893,2.372047,20.567334,79034.028540,76.838639
0.450000,320.043673,319.633705,178.328161,8.875893,2.371838,20.567334,79034.028540,76.838639
0.451000,320.453081,320.043673,178.312818,8.875893,2.371629,20.567334,79034.028540,76.838639
0.452000,320.861932,320.453081,178.297537,8.875893,2.371421,20.567334,79034.028540,76.838639
0.453000,321.270228,320.861932,178.282319,8.875893,2.371214,20.567334,79034.028540,76.838639
0.454000,321.677971,321.270228,178.267163,8.875893,2.371008,20.567334,79034.028540,76.838639
0.455000,322.085163,321.677971,178.252068,8.875893,2.370803,20.567334,79034.028540,76.838639
0.456000,322.491807,322.085163,178.237034,8.875893,2.370598,20.567334,79034.028540,76.838639
0.457000,322.897905,322.491807,178.222060,8.875893,2.370395,20.567334,79034.028540,76.838639
0.458000,323.303458,322.897905,178.207147,8.875893,2.370192,20.567334,79034.028540,76.838639
0.459000,323.708470,323.303458,178.192294,8.875893,2.369990,20.567334,79034.028540,76.838639
0.460000,324.112942,323.708470,178.177500,8.875893,2.369789,20.567334,79034.028540,76.838639
0.461000,324.516877,324.112942,178.162765,8.875893,2.369588,20.567334,79034.028540,76.838639
0.462000,324.920276,324.516877,178.148088,8.875893,2.369389,20.567334,79034.028540,76.838639
0.463000,325.323142,324.920276,178.133470,8.875893,2.369190,20.567334,79034.028540,76.838639
0.464000,325.725477,325.323142,178.118909,8.875893,2.368992,20.567334,79034.028540,76.838639
0.465000,326.127283,325.725477,178.104406,8.875893,2.368795,20.567334,79034.028540,76.838639
0.466000,326.528562,326.127283,178.089960,8.875893,2.368598,20.567334,79034.028540,76.838639
0.467000,326.929316,326.528562,178.075571,8.875893,2.368403,20.567334,79034.028540,76.838639
0.468000,327.334610,326.929316,180.315086,8.988246,2.398184,20.567334,79034.028540,76.838639
0.469000,327.734314,327.334610,178.046781,8.875893,2.368011,20.567334,79034.028540,76.838639
0.470000,328.133499,327.734314,178.032560,8.875893,2.367818,20.567334,79034.028540,76.838639
0.471000,328.532167,328.133499,178.018395,8.875893,2.367625,20.567334,79034.028540,76.838639
0.472000,328.930321,328.532167,178.004284,8.875893,2.367433,20.567334,79034.028540,76.838639
0.473000,329.327961,328.930321,177.990228,8.875893,2.367242,20.567334,79034.028540,76.838639
0.474000,329.725091,329.327961,177.976226,8.875893,2.367052,20.567334,79034.028540,76.838639
0.475000,330.121713,329.725091,177.962278,8.875893,2.366862,20.567334,79034.028540,76.838639
0.476000,330.517827,330.121713,177.948384,8.875893,2.366673,20.567334,79034.028540,76.838639
0.477000,330.913436,330.517827,177.934542,8.875893,2.366485,20.567334,79034.028540,76.838639
0.478000,331.308543,330.913436,177.920754,8.875893,2.366297,20.567334,79034.028540,76.838639
0.479000,331.703148,331.308543,177.907018,8.875893,2.366111,20.567334,79034.028540,76.838639
0.480000,332.097254,331.703148,177.893334,8.875893,2.365925,20.567334,79034.028540,76.838639
0.481000,332.490863,332.097254,177.879701,8.875893,2.365739,20.567334,79034.028540,76.838639
0.482000,332.883977,332.490863,177.866121,8.875893,2.365554,20.567334,79034.028540,76.838639
0.483000,333.276597,332.883977,177.852591,8.875893,2.365370,20.567334,79034.028540,76.838639
0.484000,333.668725,333.276597,177.839112,8.875893,2.365187,20.567334,79034.028540,76.838639
0.485000,334.060363,333.668725,177.825684,8.875893,2.365005,20.567334,79034.028540,76.838639
0.486000,334.451514,334.060363,177.812306,8.875893,2.364823,20.567334,79034.028540,76.838639
0.487000,334.842178,334.451514,177.798978,8.875893,2.364641,20.567334,79034.028540,76.838639
0.488000,335.232358,334.842178,177.785699,8.875893,2.364461,20.567334,79034.028540,76.838639
0.489000,335.622055,335.232358,177.772470,8.875893,2.364281,20.567334,79034.028540,76.838639
0.490000,336.011271,335.622055,177.759290,8.875893,2.364102,20.567334,79034.028540,76.838639
0.491000,336.400009,336.011271,177.746158,8.875893,2.363923,20.567334,79034.028540,76.838639
0.492000,336.788269,336.400009,177.733075,8.875893,2.363745,20.567334,79034.028540,76.838639
0.493000,337.176054,336.788269,177.720040,8.875893,2.363568,20.567334,79034.028540,76.838639
0.494000,337.563364,337.176054,177.707052,8.875893,2.363391,20.567334,79034.028540,76.838639
0.495000,337.950203,337.563364,177.694112,8.875893,2.363215,20.567334,79034.028540,76.838639
0.496000,338.336572,337.950203,177.681220,8.875893,2.363040,20.567334,79034.028540,76.838639
0.497000,338.722472,338.336572,177.668374,8.875893,2.362865,20.567334,79034.028540,76.838639
0.498000,339.112781,338.722472,179.904298,8.988246,2.392598,20.567334,79034.028540,76.838639
0.499000,339.497742,339.112781,177.642661,8.875893,2.362516,20.567334,79034.028540,76.838639
0.500000,339.882241,339.497742,177.629955,8.875893,2.362343,20.567334,79034.028540,76.838639
0.501000,340.266277,339.882241,177.617294,8.875893,2.362171,20.567334,79034.028540,76.838639
0.502000,340.649854,340.266277,177.604679,8.875893,2.361999,20.567334,79034.028540,76.838639
0.503000,341.032972,340.649854,177.592110,8.875893,2.361828,20.567334,79034.028540,76.838639
0.504000,341.415633,341.032972,177.579585,8.875893,2.361658,20.567334,79034.028540,76.838639
0.505000,341.797838,341.415633,177.567105,8.875893,2.361488,20.567334,79034.028540,76.838639
0.506000,342.179590,341.797838,177.554670,8.875893,2.361319,20.567334,79034.028540,76.838639
0.507000,342.560890,342.179590,177.542278,8.875893,2.361150,20.567334,79034.028540,76.838639
0.508000,342.941740,342.560890,177.529931,8.875893,2.360983,20.567334,79034.028540,76.838639
0.509000,343.322141,342.941740,177.517627,8.875893,2.360815,20.567334,79034.028540,76.838639
0.510000,343.702094,343.322141,177.505367,8.875893,2.360649,20.567334,79034.028540,76.838639
0.511000,344.081602,343.702094,177.493149,8.875893,2.360482,20.567334,79034.028540,76.838639
0.512000,344.460666,344.081602,177.480975,8.875893,2.360317,20.567334,79034.028540,76.838639
0.513000,344.839287,344.460666,177.468843,8.875893,2.360152,20.567334,79034.028540,76.838639
0.514000,345.217468,344.839287,177.456754,8.875893,2.359987,20.567334,79034.028540,76.838639
0.515000,345.595208,345.217468,177.444707,8.875893,2.359824,20.567334,79034.028540,76.838639
0.516000,345.972511,345.595208,177.432702,8.875893,2.359660,20.567334,79034.028540,76.838639
0.517000,346.349378,345.972511,177.420738,8.875893,2.359498,20.567334,79034.028540,76.838639
0.518000,346.725809,346.349378,177.408816,8.875893,2.359336,20.567334,79034.028540,76.838639
0.519000,347.101807,346.725809,177.396935,8.875893,2.359174,20.567334,79034.028540,76.838639
0.520000,347.477373,347.101807,177.385095,8.875893,2.359013,20.567334,79034.028540,76.838639
0.521000,347.852509,347.477373,177.373296,8.875893,2.358852,20.567334,79034.028540,76.838639
0.522000,348.227216,347.852509,177.361537,8.875893,2.358693,20.567334,79034.028540,76.838639
0.523000,348.601495,348.227216,177.349819,8.875893,2.358533,20.567334,79034.028540,76.838639
0.524000,348.975348,348.601495,177.338140,8.875893,2.358374,20.567334,79034.028540,76.838639
0.525000,349.348777,348.975348,177.326501,8.875893,2.358216,20.567334,79034.028540,76.838639
0.526000,349.721783,349.348777,177.314902,8.875893,2.358058,20.567334,79034.028540,76.838639
0.527000,350.099080,349.721783,179.547614,8.988246,2.387747,20.567334,79034.028540,76.838639
0.528000,350.471238,350.099080,177.291676,8.875893,2.357742,20.567334,79034.028540,76.838639
0.529000,350.842978,350.471238,177.280195,8.875893,2.357586,20.567334,79034.028540,76.838639
0.530000,351.214300,350.842978,177.268752,8.875893,2.357431,20.567334,79034.028540,76.838639
0.531000,351.585206,351.214300,177.257348,8.875893,2.357276,20.567334,79034.028540,76.838639
0.532000,351.955697,351.585206,177.245982,8.875893,2.357121,20.567334,79034.028540,76.838639
0.533000,352.325775,351.955697,177.234654,8.875893,2.356967,20.567334,79034.028540,76.838639
0.534000,352.695442,352.325775,177.223364,8.875893,2.356813,20.567334,79034.028540,76.838639
0.535000,353.064698,352.695442,177.212111,8.875893,2.356660,20.567334,79034.028540,76.838639
0.536000,353.433544,353.064698,177.200896,8.875893,2.356508,20.567334,79034.028540,76.838639
0.537000,353.801983,353.433544,177.189718,8.875893,2.356356,20.567334,79034.028540,76.838639
0.538000,354.170016,353.801983,177.178578,8.875893,2.356204,20.567334,79034.028540,76.838639
0.539000,354.537643,354.170016,177.167473,8.875893,2.356053,20.567334,79034.028540,76.838639
0.540000,354.904867,354.537643,177.156406,8.875893,2.355903,20.567334,79034.028540,76.838639
0.541000,355.271688,354.904867,177.145375,8.875893,2.355753,20.567334,79034.028540,76.838639
0.542000,355.638108,355.271688,177.134380,8.875893,2.355603,20.567334,79034.028540,76.838639
0.543000,356.004129,355.638108,177.123421,8.875893,2.355454,20.567334,79034.028540,76.838639
0.544000,356.369751,356.004129,177.112498,8.875893,2.355306,20.567334,79034.028540,76.838639
0.545000,356.734976,356.369751,177.101610,8.875893,2.355158,20.567334,79034.028540,76.838639
0.546000,357.099805,356.734976,177.090758,8.875893,2.355010,20.567334,79034.028540,76.838639
0.547000,357.464239,357.099805,177.079941,8.875893,2.354863,20.567334,79034.028540,76.838639
0.548000,357.828280,357.464239,177.069159,8.875893,2.354716,20.567334,79034.028540,76.838639
0.549000,358.191929,357.828280,177.058412,8.875893,2.354570,20.567334,79034.028540,76.838639
0.550000,358.555187,358.191929,177.047700,8.875893,2.354424,20.567334,79034.028540,76.838639
0.551000,358.918056,358.555187,177.037022,8.875893,2.354279,20.567334,79034.028540,76.838639
0.552000,359.280536,358.918056,177.026378,8.875893,2.354135,20.567334,79034.028540,76.838639
0.553000,359.642630,359.280536,177.015769,8.875893,2.353990,20.567334,79034.028540,76.838639
0.554000,360.004337,359.642630,177.005193,8.875893,2.353846,20.567334,79034.028540,76.838639
0.555000,360.365660,360.004337,176.994651,8.875893,2.353703,20.567334,79034.028540,76.838639
0.556000,360.731166,360.365660,179.224381,8.988246,2.383351,20.567334,79034.028540,76.838639
0.557000,361.091719,360.731166,176.973536,8.875893,2.353416,20.567334,79034.028540,76.838639
0.558000,361.451891,361.091719,176.963094,8.875893,2.353274,20.567334,79034.028540,76.838639
0.559000,361.811683,361.451891,176.952686,8.875893,2.353132,20.567334,79034.028540,76.838639
0.560000,362.171097,361.811683,176.942310,8.875893,2.352991,20.567334,79034.028540,76.838639
0.561000,362.530133,362.171097,176.931968,8.875893,2.352851,20.567334,79034.028540,76.838639
0.562000,362.888793,362.530133,176.921657,8.875893,2.352710,20.567334,79034.028540,76.838639
0.563000,363.247078,362.888793,176.911379,8.875893,2.352571,20.567334,79034.028540,76.838639
0.564000,363.604990,363.247078,176.901134,8.875893,2.352431,20.567334,79034.028540,76.838639
0.565000,363.962529,363.604990,176.890920,8.875893,2.352292,20.567334,79034.028540,76.838639
0.566000,364.319696,363.962529,176.880738,8.875893,2.352154,20.567334,79034.028540,76.838639
0.567000,364.676494,364.319696,176.870588,8.875893,2.352016,20.567334,79034.028540,76.838639
0.568000,365.032922,364.676494,176.860469,8.875893,2.351878,20.567334,79034.028540,76.838639
0.569000,365.388982,365.032922,176.850381,8.875893,2.351741,20.567334,79034.028540,76.838639
0.570000,365.744675,365.388982,176.840325,8.875893,2.351604,20.567334,79034.028540,76.838639
0.571000,366.100003,365.744675,176.830300,8.875893,2.351468,20.567334,79034.028540,76.838639
0.572000,366.454965,366.100003,176.820306,8.875893,2.351332,20.567334,79034.028540,76.838639
0.573000,366.809565,366.454965,176.810342,8.875893,2.351196,20.567334,79034.028540,76.838639
0.574000,367.163802,366.809565,176.800409,8.875893,2.351061,20.567334,79034.028540,76.838639
0.575000,367.517678,367.163802,176.790506,8.875893,2.350927,20.567334,79034.028540,76.838639
0.576000,367.871194,367.517678,176.780634,8.875893,2.350792,20.567334,79034.028540,76.838639
0.577000,368.224350,367.871194,176.770791,8.875893,2.350659,20.567334,79034.028540,76.838639
0.578000,368.577149,368.224350,176.760979,8.875893,2.350525,20.567334,79034.028540,76.838639
0.579000,368.929591,368.577149,176.751196,8.875893,2.350392,20.567334,79034.028540,76.838639
0.580000,369.281677,368.929591,176.741443,8.875893,2.350259,20.567334,79034.028540,76.838639
0.581000,369.633408,369.281677,176.731719,8.875893,2.350127,20.567334,79034.028540,76.838639
0.582000,369.984786,369.633408,176.722025,8.875893,2.349995,20.567334,79034.028540,76.838639
0.583000,370.335811,369.984786,176.712360,8.875893,2.349864,20.567334,79034.028540,76.838639
0.584000,370.686485,370.335811,176.702724,8.875893,2.349733,20.567334,79034.028540,76.838639
0.585000,371.036808,370.686485,176.693117,8.875893,2.349602,20.567334,79034.028540,76.838639
0.586000,371.391209,371.036808,178.919978,8.988246,2.379211,20.567334,79034.028540,76.838639
0.587000,371.740830,371.391209,176.673868,8.875893,2.349340,20.567334,79034.028540,76.838639
0.588000,372.090104,371.740830,176.664347,8.875893,2.349211,20.567334,79034.028540,76.838639
0.589000,372.439031,372.090104,176.654854,8.875893,2.349082,20.567334,79034.028540,76.838639
0.590000,372.787613,372.439031,176.645390,8.875893,2.348953,20.567334,79034.028540,76.838639
0.591000,373.135851,372.787613,176.635954,8.875893,2.348825,20.567334,79034.028540,76.838639
0.592000,373.483745,373.135851,176.626545,8.875893,2.348697,20.567334,79034.028540,76.838639
0.593000,373.831298,373.483745,176.617164,8.875893,2.348569,20.567334,79034.028540,76.838639
0.594000,374.178509,373.831298,176.607811,8.875893,2.348442,20.567334,79034.028540,76.838639
0.595000,374.525380,374.178509,176.598486,8.875893,2.348315,20.567334,79034.028540,76.838639
0.596000,374.871912,374.525380,176.589187,8.875893,2.348189,20.567334,79034.028540,76.838639
0.597000,375.218105,374.871912,176.579916,8.875893,2.348063,20.567334,79034.028540,76.838639
0.598000,375.563962,375.218105,176.570672,8.875893,2.347937,20.567334,79034.028540,76.838639
0.599000,375.909482,375.563962,176.561455,8.875893,2.347812,20.567334,79034.028540,76.838639
0.600000,376.254667,375.909482,176.552265,8.875893,2.347687,20.567334,79034.028540,76.838639
0.601000,376.599517,376.254667,176.543102,8.875893,2.347562,20.567334,79034.028540,76.838639
0.602000,376.944035,376.599517,176.533965,8.875893,2.347438,20.567334,79034.028540,76.838639
0.603000,377.288220,376.944035,176.524855,8.875893,2.347314,20.567334,79034.028540,76.838639
0.604000,377.632073,377.288220,176.515770,8.875893,2.347190,20.567334,79034.028540,76.838639
0.605000,377.975596,377.632073,176.506713,8.875893,2.347067,20.567334,79034.028540,76.838639
0.606000,378.318790,377.975596,176.497681,8.875893,2.346944,20.567334,79034.028540,76.838639
0.607000,378.661655,378.318790,176.488675,8.875893,2.346822,20.567334,79034.028540,76.838639
0.608000,379.004192,378.661655,176.479695,8.875893,2.346700,20.567334,79034.028540,76.838639
0.609000,379.346403,379.004192,176.470740,8.875893,2.346578,20.567334,79034.028540,76.838639
0.610000,379.688288,379.346403,176.461811,8.875893,2.346456,20.567334,79034.028540,76.838639
0.611000,380.029849,379.688288,176.452908,8.875893,2.346335,20.567334,79034.028540,76.838639
0.612000,380.371085,380.029849,176.444030,8.875893,2.346215,20.567334,79034.028540,76.838639
0.613000,380.711999,380.371085,176.435177,8.875893,2.346094,20.567334,79034.028540,76.838639
0.614000,381.052590,380.711999,176.426349,8.875893,2.345974,20.567334,79034.028540,76.838639
0.615000,381.397166,381.052590,178.650624,8.988246,2.375548,20.567334,79034.028540,76.838639
0.616000,381.737112,381.397166,176.408658,8.875893,2.345734,20.567334,79034.028540,76.838639
0.617000,382.076738,381.737112,176.399905,8.875893,2.345615,20.567334,79034.028540,76.838639
0.618000,382.416047,382.076738,176.391177,8.875893,2.345496,20.567334,79034.028540,76.838639
